Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,5,Databasesystemer,,"At underviserne anser deres studerende for at være små skole elever der skal holdes i hånden for at kunne forstå et fag.    At der er 3 forskellige forelæsere der har hver sin måde at undervise på og notatsteknik, sidst nævnte har implikationer for at kunne bestå eksamen.    Notationen i bogen som er pensum, er ikke notationen der forventes til eksamen, men den notation som vises til forelæsningerne er. Dette, kombineret med at forelæsningerne ikke må optages sætter vores chancer for at bestå eksamen over styr.    Gabriella har store besværligheder med at snakke engelsk på en måde som hendes forelæsninger er forståelige. Dette er yderst forstyrrende i forhold til at holde fokus på det hun siger, frem for hvordan hun siger det.    Ideen med at pege med sine fingre op på skærmen i auditoriet fungere udemærket når alle til forelæsningen sidder i auditoriet, men når mere end halvdelen af deltagerne deltager online har det bare ikke samme effekt, for så kan man ikke se hvad de peger på.",Kan Christian ikke overtage kurset og holde det alene?
Aalborg,5,Maskinintelligens,Thomas er dygtig. Han har taget initiativet for at have en pegepind der kan ses når man deltager digitalt. Han tillader at forelæsningerne bliver optaget og spørger hver gang om der er nogen der har noget i mod det.,"At kurset ikke har nok undervisning om maskin læring, men at det virker som en gentagelse af den linære algebra fra SLIAL og AD.",
Aalborg,5,Software Engineering,,"Har ikke haft det her kursus, vidste ikke det fandtes.","Sørg lige for at opdatere jeres spørgeskema, INDEN I sender det ud. Tak."
Aalborg,5,Tidstro software (valgfag),,"Har ikke haft det her kursus, vidste ikke det fandtes.","Sørg lige for at opdatere jeres spørgeskema, INDEN I sender det ud. Tak."
Aalborg,5,Project,"Ideen med multiprojekterne og hele det større samarbejde mellem flere grupper er virkelig god, det tillader at fordybe sig i scrum og lækre features på Github.","Det er meget svært at få ordentligt indhold i rapporten når det udvikling man sidder og laver består af at refactor og bug fixe.     Det må være en joke at vi sidder knap 30 udviklere og arbejder på et stykke software som der ikke er nogen der bruger eller kommer til at bruge i den nærmeste fremtid. I stedet for at bruge det software vi laver til vores samarbejdspartnere, vælger de at bruge andet, bedre software, som bliver vedligeholdt hele året rundt.    Det virker lidt som om vi sidder og skriver et stykke software til Ulrik, for Ulrik. Samarbejdspartnerne kommer aldrig til at kunne bruge softwaren fordi projektet står stille mere end halvdelen af året.    Et kæmpe problem med projektet er at det bliver udviklet til både Android og iOS når samarbejdspartnerne tydeligt har givet udtryk for at de udelukkende bruger iOS.",
Aalborg,5,Semester,Online undervisning har været godt. Kig til Thomas's MI undervisning og implementer de værktøjer han har brugt i andre kurser - så får I en meget velfungerende online undervisning der kan bruges fremover.,"Ansæt personer der ikke skal være opmærksomme og følge med i undervisningen, så alle der skal deltage faktisk har mulighed for at deltage.    Det ville være rart hvis software kunne få adgang til at må bruge andre lokaler end dem der findes på FRB7G. Lokalerne er generelt ikke særlig lækre at bruge. Ventilationen er for larmende til at den kan bruges mens man sidder derinde og arbejder. Det faktum at bygningen stod til at skulle rykkes ned lige inden at software blev rykket ind i bygningen er ret skræmmende.    Universitets håndtering af Corona situationen har ikke været optimal. Der har ikke været nogen form for håndtering af hvordan klyngerne skal arbejde sammen. Det er et problem at universitet ikke ligger op til at man holder ting online, men i stedet er åbne for fysiske aktiviteter.",
Aalborg,5,Studiemiljø,,FRB7G bør ikke bruges som grupperum.,
Aalborg,5,Agil Software Engineering,"Det fungerer fint at vi alle er på zoom, så det ikke er halvt/halvt med fysisk og online.    Slides er også gode, også godt at han tegner.    Det kunne blive bedre hvis det ikke var fredag eftermiddag.","Opgaverne er lidt intetsigende, og ikke særlig engagerende. Det kunne måske blive bedre hvis vi havde nogle cases at arbejde med.    Det kunne også blive bedre af at det ikke er fredag eftermiddag.",
Aalborg,5,Databasesystemer,"Vi kan godt lide quizzerne.    Miniprojektet var også fint, god ide. Introduktionen til praktisk database brug var dog ikke så god. For mange filer, ingen forklaringer på hvad det er. Manglende forklaringer på hvordan man i det hele taget gør.","Der er en generel følelse af at kurset er meget styret. Vi er ikke længere studerende med læring under eget ansvar, vi er blevet til elever der får at vide hvad vi skal, hvornår vi skal. Det kan altså gøres mere fleksibelt.     Eksempler:   Quizzer der kun er låst op mellem forelæsningen og den efterfølgende. Hvis man af en eller anden grund misser det, tough luck.     Solutions der kun bliver frigivet efter forelæsningen, ""så vi ikke sidder og laver opgaver til forelæsningen"".     Solutions er ikke tilgængelige til opgaveregning.    De vil ikke optage forelæsningerne, selvom det er teknisk oplagt da det alligevel bliver streamet. Hvis man er syg, eller af anden rimelig grund ikke kan komme til forelæsningen, er det bare ærgerligt.      Argumentet mod disse eksempler er at de ikke vil have at vi læser op lige inden, og ikke laver opgaver under forelæsningerne. De vil gerne have alle med. Men vi synes også at en del bliver tabt, når det er så låst. Det må man altså også gerne lige overveje.    Generelt kunne vi godt tænke os at det blev mere fleksibelt, så vi kunne styre hvordan og hvornår vi lærer.    Når vi har snakket om disse frustrationer med forelæseren har vi følt at vores argumenter blev afvist uden at blive hørt.    Kombinationen af fysiske of virtuelle forelæsninger fungerer ikke super godt, da undervisningen ikke er på lige fod når halvdelen sidder hjemme og halvdelen er i forelæsningslokalet. Der er meget mindre interaktion med dem der er virtuelle (fx med klikker spørgsmål og at det er sværere at komme igennem virtuelt) og hvis der er tekniske problemer skal man lave meget larm for at være sikre på at der bliver gjort noget ved det så man får al informationen med. Det er frustrerende.",
Aalborg,5,Maskinintelligens,"Kurset er generelt fint.     Det er godt at forelæsningerne bliver optaget, så der er mulighed for at gense dem senere.","Kombinationen af fysiske of virtuelle forelæsninger fungerer ikke super godt, da undervisningen ikke er på lige fod når halvdelen sidder hjemme og halvdelen er i forelæsningslokalet. Der er meget mindre interaktion med dem der er virtuelle (fx at det er sværere at komme igennem virtuelt) og hvis der er tekniske problemer skal man lave meget larm for at være sikre på at der bliver gjort noget ved det så man får al informationen med. Det er frustrerende.",
Aalborg,5,Project,"GIRAF er et fedt projekt. Det fungere rigtig godt at vi fik ejerskab af projektet til at starte med og kunne styre det som vi synes. Det er noget vi vil anbefale at føre videre til de andre projekter også.   Det var også rigtig fint at få en introduktion at både den ene kunde og proces- og PO-grupperne fra sidste semester.     Vores vejleder er fin, men det er nogle gange lidt svært at se hvodan vi skal bruge ham.","Det kunne være godt at have haft nogle af kurserne før projektet i stedet fro sideløbende med, især ASE.    Der manglede en introduktion til projekterne inden vi dannede klynger og grupper, hvilket gjorde det til et lidt mere arbitrært valg.    At lave projektet til et valgfag som det er gjort i år, virker lidt tarveligt. Valget virker så arbitrært at det kan være svært at vurdere hvilken der passer bedst til ens projekt. Vi kan forstå at det er et krav at der er valgfag på bacheloren, men vi synes at det burde være et rigtigt valg mellem to forskellige kurser eller projekter.",
Aalborg,5,Semester,Vi synes klyngerne har fungeret fint. Det har været rart at kunne samarbejde på tværs af grupperne i projektet. Det er også super rart at det er blevet prioriteret at vi kunne sidde i vores grupperum.,Vi føler ikke at referatet til det seneste styringsgruppemøde fuldt dækker hvad der blev fremlagt af kritik. Især argumenterne for mere selvstyring i DBS synes vi ikke kom ordentligt med i referatet.,
Aalborg,5,Studiemiljø,Det er super fedt at have grupperum. Det gør gruppearbejdet så meget nemmere.,"FRB 15G er ikke den mest inspirerende bygning. Der er ikke rigtig noget fællesareal hvor man kan mødes med andre grupper, men her i corona-tid er det nok heller ikke super relevant.     stolene i grupperummene kunne være bedre.",
Aalborg,5,Agil Software Engineering,"Forelæseren var cool, Gode tegninger.","Opgaverne var lidt løse. Kunne være rart med bedre definerede opgaver.  Breakout rooms virkede ikke så godt, da man bare blev smidt sammen med tilfældige personer, der ikke alle nødvendigvis lige var klar til at diskutere et emne med en masse fremmede personer.",
Aalborg,5,Databasesystemer,"Emnerne blev gået igennem i et tilstrækkeligt lavt niveau, til at alle kunne følge med.",Lyden i lokalet for online var næsten umulig at høre.,En person nævner at han gerne ville have at man kunne blive ved med at tage tidligere quizzes.
Aalborg,5,Maskinintelligens,Undervisningen er okay.  Den ene hjælpelærer (Nicolaj) er meget god.,"Den ene hjælpelærer er ikke så god (Ikke Nicolaj), Det virkede som om at han var meget på niveau med eleverne.",pls ikke tungt matematik 8:15 mandag morgen
Aalborg,5,Project,"Det var rart at prøve at arbejde på et ""Virkeligt"" projekt, og prøve at arbejde med legacy kode.","Vores project ""GIRAF"" blev startet meget sent fordi at der var noget sygdom hos vores kunder. Men det kunne de ikke rigtig gøre for ¯\_(ツ)_/¯","MEGET DÅRLIG VEJLEDER. han kunne ikke snakke eller forstå engelsk. han anede intet om hvad vi skulle kunne. kunne ikke hjælpe med projektet på nogen måder, og bad os om at lavede nogle gramatiske fejl i rapporten"
Aalborg,5,Semester,Altså det var okay.,"Lyd fra nogle af lokalerne var ikke til at høre over zoom. få nogen til at kigge på lyden og få den indstillet så det ikke er så ringe (FRB 7H, aud).",
Aalborg,5,Studiemiljø,,"7G, er ikke de bedste grupperum.",
Aalborg,5,Agil Software Engineering,Hans tegninger er gode.   Positivt at alle er online. Online audience bliver nogle gange glemt når det er 50/50 og det sker ikke her.  Det er rart at læsematerialet er gratis.  Hans jokes er gode til at vække en hvis man er ved at falde i søvn.,Forklaringerne virker nogle gange overfladiske og/eller ustrukturerede og det gør at man ikke følger lige så godt med. Strukturen v Strukturen var ret god i de tidlige forelæsninger og man kunne mærke en nedgang fra dobbeltforelæsningen af.  Det kunne være rart hvis der var cases med et forslag til svaret i opgaveregningen (vi har ingen fornemmelse af hvad der er korrekt og hvad der ikke er). Ville også være rart hvis opgaverne ikke var afhængige af at man havde lavet opgaverne fra forrige gang.,
Aalborg,5,Databasesystemer,Opgaverne er udemærkede. Det ville være rigtigt rart hvis den praktiske del blev indført noget tidligere (eksempel: det kunne være rart hvis man havde DDL og bagefter praktiske opgaver med at oprette tabeller osv.).  Det er godt med quiz under forelæsningen (man tør mere når man er anonym) og de vækker lige en til at tænke over hvad man lige har hørt/lært. Ikke umiddelbart et problem at folk online ikke kan deltage.  Moodle quizzerne er gode men man glemmer dem,Det er virkeligt ærgerligt at moodle quizzerne lukker så man facit er væk. Betyder at man ikke har mulighed for at læse op hvis man glemmer den en enkelt uge og ville også være rigtigt rart at have når man læser op til eksamen.  Ville være rart at have solutions også til selve opgaveregningen så vi har mulighed for selv at tjekke op på svar og opdage fejl. De bliver ikke brugt når de først kommer op bagefter fordi vi glemmer dem.,Vi ønsker mere information omkring eksamen for vi ved næsten intet.
Aalborg,5,Maskinintelligens,Hjælpelærerne er rigtigt gode.  Rart med optagede lektioner (men OGSÅ rart at det er live),Der må godt være praktisk anvendelse af teorien.  Nogle af opgaverne er noget kryptiske. Det kunne være rart med flere eksempler til udregninger under forelæsningen. Hvis der var et der tog udgangspunkt i en opgave man bagefter blev stillet.,Online er blevet væsentligt bedre undervejs.
Aalborg,5,Project,Fra GIRAF:  Rart at vi har fået meget rådighed over eget projekt (dette er set ift andre projekter på semestret).  Det har været rart at der har været noget at tage udgangspunkt i = gjort det nemmere at fastlægge vores egen retning,"Vejlederen virker ikke til at være kvalificeret til at være vejleder for dette projekt, selvom han har været vejleder på det tidligere. Han er ikke særligt god til engelsk til en grad hvor vi misforstår hinanden. Føles som om at vejledningen primært består i rettelser af grammatik og struktur i rapport.  Opdelingen i back-end og front-end giver ikke mening ift projektet og beslutningen skulle træffes på et tidspunkt hvor vi intet vidste omkring det.  Gruppedannelsen var ikke coronavenlig, den var forvirrende, koordinatorerne holdte ikke fast i egne guidelines (folk fik lov til at skifte både projekt og klynge selvom at det var fastlagt på forhånd). For lidt mobilitet mellem grupperne fra semester til semester.",Boksene i evalueringen måtte godt være større
Aalborg,5,Semester,,Styringsgruppemøder måtte godt IKKE ligge oveni andre aktiviteter i skemaet.  Mht. pyskisk miljø ville det være rart hvis coronainformationen kom ud tidligere,
Aalborg,5,Studiemiljø,Vi er meget glade for vores gruppelokaler,vi har en drøm om bedre stole,
Aalborg,5,Agil Software Engineering,"Forelæser er meget engageret, og god til at svare på spørgsmålene under forelæsning. Det har været godt med alle de videoer der er blevet lagt op","Opgaverne er meget uorganiseret og kan føles som om der ikke er nogen real substans i dem. Der bruges for meget tid på at sige noget uden at ""sige"" noget, der sejles lidt rundt i det. Vi ville foretrække hvis det gik mindre i ring og man så bare kunne spørge hvis noget skulle uddybes","Var decideret trælst at få at vide at bogen ikke var nødvendig, efter at man havde købt den. Må gerne gøres mere klart"
Aalborg,5,Databasesystemer,"Underviserne ved hvad de snakker om, opgaverne er velformulerede og der er en passende mængde. Bogen er rigtigt god","Ødelægger koncentrationen og er forstyrrende når de vælter ind i lokalet, under opgave regning. Vil foretrække vis de ventede til at man satte en spand ud. Det er svært at udlede fra moodle siden, hvad der skal læses og det er trælst når der står at vi selv skal bedømme hvad der er relevant læsning ud fra de forskellige slides.  Er også trælst at de quizer der er låses, da vi gerne vil kunne tage dem som prep til eksamen.",Der er en følelse af at en af underviserne formulerer sig på en meget nedladende måde. Det virker dog ikke som om det gøres bevidst
Aalborg,5,Maskinintelligens,"Gode opgaver, fint at lære de forskellige tools. Forelæser er rigtigt dygtig. Fedt med ekstra opgaver, og tiden til at lave dem.",Ikke alle har været glad for de tools vi har fået at vide vi skal bruge. Også uenig om hvor god bogen har været,Fedt at bogen kan skaffes gratis.
Aalborg,5,Project,"God vejleder og det har været et utroligt lærerigt projekt. Dejligt at høre fra de andre grupper og lærer hvad de arbejder på. Samarbejdet har været godt på tværs af grupperne, på trods af at nogle vejledere ikke altid har virket som om de har fået at vide hvad projektet indebærer","Der har været meget kaos i starten, hvilket har gjort det svært at få et godt overblik over hvad der skulle laves.  Der var ting der manglede i intro mødet, samt div problemer om hvad der realt skulle fremstilles.","Vi ville foretrække at kickstarten skete lidt tidligere, samt at vejlederne havde fået en fælles guideline for projektet for at undgå at der spildes tid med at udrede kommunikations fejl. Vi vil godt have at server og domæner var sat op fra starten af, så vi ikke spilder tid på selv at skulle sætte det op, eller vente på at its sætter det op. Vi vil også selv gerne have lov til at vælge git, da det er trælst at vi for at vide at vi selv kan vælge og man så alligevel vælger at tvinge et specifikt git ned over hovedet på os."
Aalborg,5,Semester,,Semesteret fungerer generalt dårlige en sidste gang  Studie start var kaos og dårligt kommunikeret ud. At det var muligt at skifte klynge skulle være kommunikeret ud meget tidligere,"Vi vil foretrække hvis alle forelæsninger bliver optaget så vidt muligt, da det ikke er muligt at følge med i undervisning når man ligger i respirator med corona.  Tekniske problemer har også gjort det suboptimalt med online forelæsning, hvilket understøtter det første punkt."
Aalborg,5,Studiemiljø,,"Grå kedelig bygning, meget larm fra andre grupper pga tynde vægge. Hjælper ikke psykist at skulle side i en sådan bygning 5 dage om ugen. Småt grupperum, ville kunne være fikset hvis man gav de større grupperum til de storre gruppet. Dette bliver gjort være når man sidder som en 6 mands gruppe med en server i et lille rum og ved at en 4-5 mands gruppe har fået et rum der er væsentligt større.",
Aalborg,5,Agil Software Engineering,Når Carsten laver forelæsninger på dansk virker han både mere engageret og har nemmere ved at udtrykke sig og lære fra sig. Carstens slides er rigtig flotte og præsenterer materialet på en meget mere interessant måde end hvad der er tilfældet for andre kurser.,"Selvom slides er flotte, virker Carsten af og til uforberedt. Forelæsningerne er tit meget korte. Engelsk er en meget tydelig sprogbarriere for Carsten, hvilket han også selv indrømmer i forelæsningerne. Det er ærgerligt fordi det går ud over kvaliteten af undervisningen, idet han har svært ved at formulere sig og man kan mærke på ham at det også påvirker hans humør og engagement. Den ene forelæsning han har holdt på dansk var langt bedre. Det faglige og energiske niveau var højere og vores gruppe er enige om at det var hans mest lærerige forelæsning.",
Aalborg,5,Databasesystemer,Gode eksempler i slides.,"Det er ærgerligt og frustrerende at underviserne påtager sig et pædagogisk ansvar overfor en samling af voksne studerende. Et eksempel er de quizzer der stilles til rådighed (som i øvrigt er rigtig gode). Hver quiz er kun tilgængelig i én uge af en eller anden pædagogisk årsag som er ""baseret på erfaring"". Hvorfor kan vi ikke selv bestemme hvornår det passer os bedst at lave en quiz? Når de låses, som de gør nu, er det ikke muligt at vende tilbage til dem senere, hvis man gerne vil bruge dem til brushup eller til at teste sin viden op til eksamen. Det kan godt være at man har dårlige erfaringer fra nogle tidligere studerende, men det bør vel ikke gå ud over dem som godt kan tage ansvar for sin egen uddandelse.    Når der er tre undervisere på kurset, virker kurset som helhed ikke særligt sammenhængende. Det virker lidt som tre seperate kurser.     Koblingen mellem læsemateriatlet og det materiale der præsenteres i forelæsningerne er nogle gange lidt skæv. Bogen er meget teknisk og snakker ofte om hvordan ting implementeres. Det kan være tungt og tidskrævende at læse. Til forelæsningerne virker det dog som om at den mere tekniske del er irrelevant. Hvis man ikke ønsker at udskifte lærebogen, kan man med fordel lave en mere detaljeret læseguide, så man ikke bruger lang tid på at læse noget irrelevant.",
Aalborg,5,Maskinintelligens,"Thomas er meget engageret og dygtig til at undervise. Hans slides er rigtig gode til at formidle materialet med gode og intuitive eksempler.     Mængden og kvaliteten af læsestoffet er er i top. Der er ifte ikke særlig meget at læse, men det der skal læses er meget kondenseret kvalitet-stof uden ligegyldig fyldtekst. Det er en sand befrigelse at slippe for overfyldte lærebøger der pladrer for at pladre.    Opgaverne er for det meste rigtig gode.",,
Aalborg,5,Project,Ideen om multiprojektet er god. Det giver mulighed for at arbejde med værktøjer fra ASE-kurset.,"KNOX projektet virker meget kaotisk, ustruktureret og ukoordineret.  Vi har intryk af at der har manglet kommunikation mellem koordinator og vejlederne. Vi har snakket sammen med øvrige grupper og den information der blevet givet til forskellige grupper er i mange tilfælde modstridende. Det eneste sted hvor stortset alle vejledere har været enige er, at de har påstået at der skulle udarbejdes et research paper, hvor der ligges vægt på research og teori. Dette fremgår på ingen måde af studieordningen, der tværtimod ligger op til en problemorienteret rapport, som vi kender fra tidligere semestre. Studieordningen handler stort set kun om samarbejde på tværs af grupper, men alligevel rådgiver de fleste vejledere til at grupperne udarbejder isolerede projekter der er uafhængige af andre grupper.     Vi har generelt savnet struktur og nogle mere klare retningslinjer/forventninger fra både vejleder og koordinator. I et nyopstartet multiprojekt er det vigtigt at forventningerne fra koordinator formidles ned til grupperne. Grupperne har forsøgt at kontakte koordinator for at udbedre forvirringen, men det lader ikke til at koordinator har tid til at koordinere projektet.    Projektkoordinatoren burde have været scrum product owner.",Med undtagelse af ASE virker kurserne irrelevante for projektet.
Aalborg,5,Semester,Kurserne virker spændende og relevante.,"Vi har generelt indtryk af at negativ feedback ikke tages seriøst. Når feedback ikke er positiv bliver det hurtigt forsvaret i stedet for at blive taget til efterretning. Der er tit feedback der ikke fremgår af referaterne fra styregruppemøderne. Det er svært at tage instituttets ivrige efterspørgsel på feedback seriøst, når det ikke lader til at man tager feedbacken til sig.",Database-kurset kommer sent i uddandelsen. Det ville have været meget brugbart at lære om det tidligere.
Aalborg,5,Studiemiljø,,"Det er ærgerligt at man ikke tager højde for gruppernes størrelse, når man tildeler grupperum.",
Aalborg,5,Agil Software Engineering,"Det fungerer godt at der bliver tegnet, under forlæsningen.  Det fungerer godt online.","Breakout-rooms - Virker tydeligvis ikke da folk ikke går derind. Så hellere give lidt tid til at man kan tænke sig om hvis man sidder derhjemme alene, eller man kan snakke med andre hvis man sidder sammen i grupperummet. Så kan man derefter bare skrive ens svar i chatten.     Gennemgangen af selve emnerne til forelæsning, er ikke så struktureret og virker til tider flakkende.  Derudover har Carsten en tendens til at karakterisere et begreb i stedet for direkte at definere det, hvilket desværre gør det lidt mere ""fluffy""    Gæsteforelæsningen virkede ikke så relevant, og det var svært at følge med da man intet information om det havde på forhånd.",
Aalborg,5,Databasesystemer,"Quizzerne er god, og der er meget materiale som kan benyttes til at lære kursets indhold.     Samtidig er der en god struktur under forelæsningen, og forelæseren har altid ""øjnene på bolden"", og afviger ikke ud på alle mulige sidespor.     Kurset er godt struktureret på moodle-siden.","Det kunne være en fordel hvis hjælpelærerne selv havde lavet opgaverne inden de kommer, så de kan give bedre hjælp under opgaveregningen. Her tænkes der på selvstudie 4, hvor de ikke kunne hjælpe så meget med de queries gruppen havde problemet.     Quizzerne bliver låst/lukket indenfor en bestemt tidsperiode, så hvis man har glemt at lave en kan man ikke lave den efterfølgende.     Lyden er elendig, når man hører det online. Det holder ikke.     Det praktiske element kunne indføres noget tidligere. Så alle de opgaver hvor man skulle lave queries, kunne man ikke teste om man havde skrevet en korrekt query.    Vi ville gerne have at forelæsningerne bliver optaget, sådan man evt. kan se det i forbindelse med forberedelse til eksamen. Så må man som studerende selv styre om man vil følge med i kurset løbende eller man vil se det hele til sidst i kurset. ""Consent"" til at optage kan evt. blot gøres, som i MI, hvor man kan sige nej hvis man ikke vil optages i starten af forelæsningen.",
Aalborg,5,Maskinintelligens,"God lyd, og godt at det bliver optaget. God til at gentage spørgsmål og generelt kører det godt online. Laserpointer er meget nyttig, sådan han kan pege på tavlen og det kan ses online.      Forelæsningerne er godt struktureret og de er fokuseret på emnet, og gode eksempler.     Thomas er god til at formidle stoffet og formår at samle en op hvis man er lidt tabt efter at have læst stoffet i bogen.     Passende opgaver og gode hjælpelærere.","Pensum bliver rimelig sent ud, så hvis dette kunne gøres tidligere vil det give mere fleksibilitet for de studerende.",
Aalborg,5,Project,"Vejleder (Dalin Zhang) er dedikeret og kommer med relevant feedback, samt guider os fint i projektet.     Det var okay med kickoff meeting, og handover meeting.    Det passer fint med læringsmålene.     Det er godt med frihed til selv at strukturere og vælge projektets kurs i høj grad.","Lidt kaotisk gruppedannelse, hvor især informationen vi havde fået på forhånd virkede forvirrende (den oprindelige mail om klynger). Men på selve dagen var der meget fleksibilitet, så mange fik deres ønsker mht. grupper. Dog nok ikke den mest coronavenlige måde (but oh well)    Det valg der skulle træffes i forhold til frontend/backend har vi ikke oplevet at have en indflydelse på projektet. Der ved vi ikke om det er meningen det skal påvirke mere eller ej.     Der kunne præsenteres nogle ideer til samarbejde mellem grupperne, til kickoff meeting. Hvis det allerede vides at nogle ting er åbenlyse at samarbejde om.","Der blev præsenteret en ""agil"" arbejdsmetode i aSTEP projektet, hvor en række sprints blev præsenteret. Dog virker det alligevel meget vandfaldsagtigt, med research, design, implementering og test, i hver sit sprint."
Aalborg,5,Semester,Fin arbejdsbelastning,"Kunne være godt at vide noget om den agile arbejdsmetode inden man skulle gå i gang med et projekt, hvor der forventes at man arbejder agilt.",
Aalborg,5,Studiemiljø,Vi sætter pris på at vi har hver vores grupperum.,"FRB 7G, er en sørgelig bygning, med meget små grupperum. Indeklimaet er meget dårligt, og luften er vildt dårlig i grupperummet.   Dårlig fordeling af grupperum, store grupper får små rum og små grupper får store rum.   Mange tomme rum, som virker til ikke at blive benyttet, her tænker vi nogle af de andre gange i FRB 7G.     Der mangler en vandautomat i FRB 7G.     Æstetisk er det ikke et flot sted at være. Nu har vi fået at vide at bygningen skal rykkes ned i et par semestre nu, og hvis det ikke snart blive gjort kan de i det mindste forbedre bygningen.",
Aalborg,5,Agil Software Engineering,"God til at tegne og demonstrere, samt et humoristisk indspark engang imellem",,
Aalborg,5,Databasesystemer,,"Det fungerer ikke godt med 3 forskellige kursusholdere, forlæsningen får en helt anden karakter og udgangspunkt når der skiftes kursusholder. Frustrerende at der ikke er svar til alle opgaver, det svært at tjekke om ens opgaver er korrekte.",
Aalborg,5,Maskinintelligens,Hele kurset fungerede generelt godt. Hjælpelærene var også til megen hjælp.,,
Aalborg,5,Project,,"Svært at kommunikere med andre grupper, da nogle stopper med at svare. Server var nede i 1.sprint, men fint der var nogle fra semesteret før der var behjælpelige. Ærgeligt at blive lovet GPU server, men først få adgang til den 1 måned før aflevering af projekt.",
Aalborg,5,Semester,,Ærgerligt der ikke har været mulighed for at få en enkelt øl i grupperummene efter en endt dag. Selvfølgelig skal der ikke være fredagscafé osv. Men det ville være rart at få et afbræk bare i grupperummet,
Aalborg,5,Studiemiljø,"God udsigt, specielt til grænsende får.",,
Aalborg,5,Agil Software Engineering,"Carsten er god til at gøre undevisningen interessant. Figure der tegnes på klassen er med til at fange opmærksomheden. God til at tydeliggøre hovedfokuspunkter for de enkelte lektioner, samt klargøre hvad der har relevans i praksis.     Der er god sammenhæng mellem faget og projektet på semesteret.","I vores gruppe har der været tvivl om hvordan hjælpelærene har kunne benyttes, samt om der har været hjælpelærer, klarer kommunikation om disse kan hjælpe med at afhjælpe tvivlen.     Der er et problem med Carstens internetforbindelse, samt noget støj på mikrofonen.    Der var en opgave omkring versionsstyrring som omhandlede at lave branches, pull-requests, samt merge. Disse opgaver gav ikke meget mening da størstedelen af projektgrupperne har benyttet disse kommandoer siden 1. semester. Dette kan måske afhjælpes med nogle svære opgaver i denne lektion.","Det er fedt at Carsten er sig selv under forlæsningen, dette giver forlæsningerne noget kant, samt gør disse mere interessante at følge.    Generelt en meget kompetent underviser."
Aalborg,5,Databasesystemer,"Forlæsningerne omkring database relationer fungerede rigtig godt og var meget spændende.     Opgaverne før forlæsningen fungere rigtig godt, gode beskrivelser og generelt rigtig god hjælp fra hjælpelærer.    Bogen er god.","Der er mange lektioner med self study, som ikke fungere vild godt. En mulig løsning kunne være at der blev opsat et overordnet mål for disse, samt at målen blev kommunikeret klart ud. For eksempel kunne der være en selfstudy gang hvor relationsskemaer for en database blev lavet, næste selfstudy kunne så omhandle at lave databasen på baggrund af relationsskemaet. Derefter kunne der være en selstudy gang, eller to, hvor der skulle laves queries på ens opsatte database.    Hjælpelærene kan til tider godt virke meget kontante i deres hjælp og skal passe på at de ikke kommer til at overfuse de studerende. Nogle gange fortryder man at have sat en skraldespand ud. Derudover skal de være bedre til at stimulere de studerende til selv at tænke, i stedet for kun at give svaret.","Det kunne være fedt at have adgang til tidligere eksamenssæt, som vi har i andre fag."
Aalborg,5,Maskinintelligens,"Hjælperlærene er sindsygt dygtige til at motivere, samt give clues til hvordan opgaver kan løses. De er også dygtige til at konkretisere de opgaver vi har haft, bla. ved at komme med eksempler på hvordan teorien kan bentyttes i praksis. Derudover, tager de sig tid til at diskutere de overordnede koncepter omhandlende maskinlæring.    Underviseren gør det godt. Læringsmålene for hver undervisning er godt beskrevet og man kan ofte finde hjælp til opgaver in slides.","Til tider kan hjælpelæren godt være svære at få fat i, når der er mange spørgsmål. Her kunne det være fedt, at kunne finde hjælp i solutions for opgaverne.","Vi snakkede på gruppen om at det kunne være interessant med en enkelt, eller to selfstudy gange, hvor formålet var at implementere et neuralt netværk, eller en baysian classifier i for eksempel python. Dette kunne være med til at øge forståelsen for hvordan MI vil kunne benyttes i den virkelige verden."
Aalborg,5,Project,"Det er meget spændende at lave noget i samarbejde med en anden gruppe, der skal der dog være et større fokus fra vejledere i forhold til at sikre at grupperne kan samarbejde om et meningsfuldt projekt.","Overleveringen, både med vejlederen og med tidligere grupper, var mangelfuld. Dette kunne godt have indeholdt en klarer beskrivelse af hvad aStep er, samt hvilke opgaver tidligere semestre har løst. Derudover, kunne det måske være relevant at viderudvikle på tidligere services, for at have en større sammenhæng og formål med at udvikle på aStep.",
Aalborg,5,Semester,"Fedt at vi kan få lov at mødes fysisk i grupperummene. Derudover, fungere den virtuelle undervisning meget bedre på dette semester, end den gjorde på sidste.    Agile software engineering kurset spiller meget godt sammen med projekterne på dette semster.","I gruppen har vi stadig ingen ide om hvordan vi arbejder med kompleks backend, samt hvorfor denne er kompleks. Det eneste vi ved er at vi ikke udvikler en frontend, så det er ikke kompleks frontend. Her kunne der godt være en MEGET bedre forklaring når semesteret introduceres. Vi er i tvivl om vi lever 100% op til kravene for kompleks backend.",
Aalborg,5,Studiemiljø,"Dejligt at have individuelle grupperum, hvor der er tavler vi kan benytte os af.","Udluftningen på frederik bajers vej 7 g (bunkeren) er mildes talt mangelfuld, hvilket gør det svært at bruge en hel dag i grupperummet.     Derudover, havde vi endelig fået nye stole på cassiopeia, men i bunkeren er vi kommet tilbage til de tidligere der ikke er behagelige.",
